 1. 1.2005 - 29. 1.2005
30. 1.1994 -  8. 2.1994
 9. 2.2002 - 25. 2.2002
26. 2.2001 -  7. 3.2001
 8. 3.2007 - 31. 3.2007
31. 3.2000 -  9. 4.2000
11. 4.2005 - 20. 4.2005
20. 4.2004 - 30. 4.2004
 2. 5.2001 - 20. 5.2001
21. 5.1995 - 30. 5.1995
31. 5.1998 -  9. 6.1998
 9. 6.1996 - 20. 6.1996
22. 6.2002 -  1. 7.2002
 2. 7.2005 - 22. 7.2005
23. 7.2002 -  1. 8.2002
 1. 8.2004 - 22. 8.2004
24. 8.2001 -  2. 9.2001
 2. 9.2004 - 24. 9.2004
26. 9.1997 - 21.10.1997
22.10.1998 - 31.10.1998
31.10.1996 -  9.11.1996
11.11.2005 - 30.11.2005
30.11.2004 -  9.12.2004
10.12.2000 - 25.12.2000
26.12.2004 - 30.12.2004
