 1. 1.2001 - 13. 1.2001
14. 1.1995 - 30. 1.1995
31. 1.2007 -  9. 2.2007
10. 2.2001 - 27. 2.2001
28. 2.1995 -  9. 3.1995
10. 3.2003 - 30. 3.2003
31. 3.1999 -  9. 4.1999
10. 4.1995 - 23. 4.1995
24. 4.1998 -  3. 5.1998
 4. 5.1993 - 17. 5.1993
18. 5.2003 - 29. 5.2003
30. 5.2005 -  8. 6.2005
 9. 6.2002 - 26. 6.2002
27. 6.1999 -  6. 7.1999
 7. 7.2007 - 31. 7.2007
 1. 8.1994 - 13. 8.1994
13. 8.2000 - 24. 8.2000
26. 8.2001 -  4. 9.2001
 5. 9.2005 - 20. 9.2005
21. 9.2003 - 30. 9.2003
 1.10.1997 - 21.10.1997
22.10.1998 - 31.10.1998
 1.11.2005 - 25.11.2005
25.11.2004 -  4.12.2004
 6.12.1997 - 16.12.1997
17.12.1995 - 26.12.1995
27.12.1993 - 31.12.1993
