 1. 1.2004 - 13. 1.2004
14. 1.2002 - 26. 1.2002
27. 1.1993 -  5. 2.1993
 6. 2.2000 - 25. 2.2000
26. 2.1995 -  7. 3.1995
 8. 3.2002 - 25. 3.2002
26. 3.1998 -  4. 4.1998
 4. 4.2000 - 22. 4.2000
24. 4.1998 -  3. 5.1998
 4. 5.2007 - 23. 5.2007
24. 5.1998 -  2. 6.1998
 3. 6.2006 - 24. 6.2006
25. 6.1995 -  4. 7.1995
 5. 7.2007 - 31. 7.2007
 1. 8.1994 - 17. 8.1994
18. 8.2003 - 31. 8.2003
31. 8.2004 -  9. 9.2004
11. 9.1999 - 30. 9.1999
 1.10.1997 - 19.10.1997
19.10.1996 - 29.10.1996
31.10.1997 -  9.11.1997
 9.11.1996 - 28.11.1996
30.11.2002 - 31.12.2002
