 1. 1.2000 - 15. 1.2000
16. 1.2007 - 27. 1.2007
28. 1.2001 -  6. 2.2001
 7. 2.1995 - 28. 2.1995
 1. 3.1994 - 16. 3.1994
17. 3.1993 - 27. 3.1993
28. 3.2003 -  6. 4.2003
 7. 4.2005 - 18. 4.2005
18. 4.2004 - 27. 4.2004
29. 4.2002 -  8. 5.2002
 8. 5.2000 - 19. 5.2000
21. 5.2003 - 30. 5.2003
31. 5.2001 -  9. 6.2001
10. 6.2006 - 26. 6.2006
27. 6.1998 -  6. 7.1998
 7. 7.1994 - 16. 7.1994
17. 7.1999 - 26. 7.1999
27. 7.2003 -  5. 8.2003
 6. 8.1995 - 29. 8.1995
30. 8.1997 -  8. 9.1997
 9. 9.1995 - 29. 9.1995
30. 9.2006 -  9.10.2006
10.10.1997 - 22.10.1997
23.10.1998 -  1.11.1998
 2.11.1999 - 30.11.1999
 1.12.1993 - 27.12.1993
28.12.1999 - 31.12.1999
