Zeit;Temperatur;h;F;SF;KW;Qst_unkorr;Qst / kWh;Qst_nutz / kWh
2012-01-01 01:00:00;2.4;1.82260981501;1.0;0.0230;97.6099824493;4.09181297727;4.10473009778;3.48902058311
2012-01-01 02:00:00;1.3;1.82260981501;1.0;0.0236;97.6099824493;4.1985559245;4.21181001337;3.58003851136
2012-01-01 03:00:00;0.4;1.82260981501;1.0;0.0242;97.6099824493;4.30529887173;4.31888992896;3.67105643962
2012-01-01 04:00:00;0.3;1.82260981501;1.0;0.0261;97.6099824493;4.64331820464;4.65797632834;3.95927987909
2012-01-01 05:00:00;0.3;1.82260981501;1.0;0.0313;97.6099824493;5.56842374732;5.58600226349;4.74810192397
2012-01-01 06:00:00;0.5;1.82260981501;1.0;0.0451;97.6099824493;8.02351153368;8.04884032216;6.84151427384
2012-01-01 07:00:00;0.4;1.82260981501;1.0;0.0576;97.6099824493;10.2473229344;10.279671897;8.73772111248
2012-01-01 08:00:00;0.4;1.82260981501;1.0;0.0538;97.6099824493;9.57128426856;9.60149909827;8.16127423353
2012-01-01 09:00:00;0.3;1.82260981501;1.0;0.0511;97.6099824493;9.09094100601;9.1196394781;7.75169355639
2012-01-01 10:00:00;0.4;1.82260981501;1.0;0.0488;97.6099824493;8.68175970829;8.70916646832;7.40279149807
2012-01-01 11:00:00;0.6;1.82260981501;1.0;0.0465;97.6099824493;8.27257841056;8.29869345855;7.05388943976
2012-01-01 12:00:00;1.1;1.82260981501;1.0;0.0448;97.6099824493;7.97014006007;7.99530036436;6.79600530971
2012-01-01 13:00:00;1.5;1.82260981501;1.0;0.0439;97.6099824493;7.81002563922;7.83468049097;6.65947841733
2012-01-01 14:00:00;2.0;1.82260981501;1.0;0.0438;97.6099824493;7.79223514801;7.81683383837;6.64430876262
2012-01-01 15:00:00;1.5;1.82260981501;1.0;0.0446;97.6099824493;7.93455907765;7.95960705916;6.76566600029
2012-01-01 16:00:00;1.4;1.82260981501;1.0;0.0459;97.6099824493;8.16583546333;8.19161354295;6.96287151151
2012-01-01 17:00:00;1.2;1.82260981501;1.0;0.0482;97.6099824493;8.57501676105;8.60208655273;7.31177356982
2012-01-01 18:00:00;1.1;1.82260981501;1.0;0.0501;97.6099824493;8.91303609396;8.94117295211;7.59999700929
2012-01-01 19:00:00;1.1;1.82260981501;1.0;0.0506;97.6099824493;9.00198854998;9.03040621511;7.67584528284
2012-01-01 20:00:00;1.0;1.82260981501;1.0;0.0505;97.6099824493;8.98419805878;9.01255956251;7.66067562813
2012-01-01 21:00:00;0.9;1.82260981501;1.0;0.0484;97.6099824493;8.61059774346;8.63777985793;7.34211287924
2012-01-01 22:00:00;0.8;1.82260981501;1.0;0.0429;97.6099824493;7.63212072716;7.65621396498;6.50778187023
2012-01-01 23:00:00;0.8;1.82260981501;1.0;0.0307;97.6099824493;5.46168080009;5.4789223479;4.65708399571
2012-01-02 00:00:00;0.8;1.82260981501;1.0;0.0245;97.6099824493;4.35867034535;4.37242988676;3.71656540375
2012-01-02 01:00:00;0.7;1.93580176243;1.0;0.0230;97.6099824493;4.34593224928;4.35965157881;3.70570384199
2012-01-02 02:00:00;0.5;1.93580176243;1.0;0.0236;97.6099824493;4.45930439492;4.47338161999;3.80237437699
2012-01-02 03:00:00;0.4;1.93580176243;1.0;0.0242;97.6099824493;4.57267654055;4.58711166118;3.899044912
2012-01-02 04:00:00;0.3;1.93580176243;1.0;0.0261;97.6099824493;4.93168833506;4.9472567916;4.20516827286
2012-01-02 05:00:00;0.0;1.93580176243;1.0;0.0334;97.6099824493;6.31104944026;6.3309722927;5.3813264488
2012-01-02 06:00:00;-0.1;1.93580176243;1.0;0.0431;97.6099824493;8.143899128;8.16960795855;6.94416676477
2012-01-02 07:00:00;-0.1;1.93580176243;1.0;0.0550;97.6099824493;10.3924466831;10.4252537754;8.8614657091
